Nombre,GK,CWP,CBT,SB,DM,WB,CM,SM,AM,WG,SS,CF,X1,Height,Foot,Side,WFA,WFF,Attack,Defense,Balance,Stamina,Speed,Acceleration,Response,Agility,Dribble_Accuracy,Dribble_Speed,Short_Pass_Accuracy,Short_Pass_Speed,Long_Pass_Accuracy,Long_Pass_Speed,Shot_Accuracy,Shot_Power,Shot_Technique,Free_Kick_Accuracy,Swerve,Heading,Jump,Technique,Agression,Mentality,GK_Skills,Teamwork,Consistency,Condition,Dribbling,Tactical_Dribble,Positioning,Reaction,Playmarking,Passing,Scoring,1_1_Scoring,Post_Player,Lines,Middle_Shooting,Side,Centre,Penalties,1_Touch_Pass,Outside,Marking,Sliding,Covering,D_Line_Control,Penalty_Stopper,1_On_1_Stopper,Long_Throw,Injury_Tolerancy,X3,X4,X5,X6,Age,Weight,Pais,N_Pais,X7,Club,N_Club
Selcuk Inan,0,0,0,0,1,0,1,0,0,0,0,0,7,182,R,B,7,7,82,65,80,87,75,76,78,76,82,78,87,86,91,88,74,85,77,84,83,76,75,87,79,82,50,88,8,6,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,A,1,1,1,1,34,74,Turkey,0,0,Galatasaray SK,8
Manu García,0,0,0,0,1,0,1,0,0,0,0,0,5,182,L,B,3,4,62,70,82,82,68,72,78,66,70,73,74,73,73,74,61,80,63,61,65,74,81,74,73,84,50,71,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,33,74,Spain,0,0,Deportivo Alavés,19
Esteban Sáez,0,0,1,1,1,1,1,0,0,0,0,0,5,180,R,R,4,4,58,64,76,72,73,77,75,74,68,77,70,71,71,70,61,78,65,63,64,71,76,68,64,70,40,79,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,31,77,Chile,0,0,Deportes Puerto Montt,5
Jack Rodwell,0,0,1,0,1,0,1,0,0,0,0,0,5,188,R,B,5,5,63,68,82,72,72,66,77,69,69,67,70,68,67,69,61,79,64,59,66,78,79,72,66,71,50,70,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,1,1,1,1,28,71,England,0,0,Sheffield United FC,26
Fran Mérida,0,0,0,0,1,0,1,0,0,0,0,0,7,177,L,B,4,3,69,67,78,79,67,72,74,69,78,75,80,78,79,77,64,82,69,76,80,63,67,80,73,68,50,76,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,29,74,Spain,0,0,CA Osasuna,8
Yann Karamoh,0,0,0,0,0,0,0,1,0,1,1,0,10,185,R,B,6,6,75,36,77,75,85,87,73,80,82,85,73,68,72,75,68,77,70,64,69,73,70,81,83,67,50,64,8,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,21,77,France,0,0,Parma Calcio 1913,7
Miguel Almirón,0,0,0,0,0,0,1,1,1,1,1,0,9,177,L,L,3,1,77,57,69,89,92,94,75,90,80,95,69,84,76,75,73,83,72,72,78,64,66,84,84,65,50,81,8,5,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,A,1,4,1,1,25,62,Paraguay,23,0,Newcastle United FC,24
Erten Ersu,1,0,0,0,0,0,0,0,0,0,0,0,0,195,R,B,4,4,30,77,77,64,61,64,76,63,52,49,60,58,63,66,46,75,46,46,49,56,76,55,51,68,76,63,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,25,92,Turkey,0,0,Fenerbahçe SK,54
Ruben Vargas,0,0,0,0,0,0,0,1,0,1,0,0,10,174,R,B,5,5,74,42,73,82,86,85,74,84,80,83,73,74,71,73,67,78,72,66,70,64,70,81,83,69,50,73,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,21,69,Switzerland,18,0,FC Augsburg,16
Orlando Berrío,0,0,0,0,0,0,0,1,0,1,0,1,10,182,R,R,4,4,69,44,81,79,90,85,76,81,73,80,69,77,68,79,69,81,72,65,73,73,76,72,85,63,50,64,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,28,78,Colombia,0,0,CR Flamengo,28
Lucas Olaza,0,0,0,1,0,0,0,0,0,0,0,0,4,176,L,L,3,3,69,66,74,82,83,83,74,79,75,82,74,76,85,86,66,85,70,79,80,65,73,77,76,72,50,72,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,B,1,1,1,1,25,68,Uruguay,0,0,RC Celta de Vigo,15
M. Morales,0,0,0,0,1,0,1,0,0,0,0,0,7,170,R,B,5,4,63,46,76,73,74,75,72,79,73,75,70,65,73,70,55,76,64,68,64,62,77,68,62,65,40,76,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,20,69,Chile,0,0,Universidad de Chile,32
Pedro Miguel,0,0,0,1,0,0,0,0,0,0,0,0,4,188,R,B,5,5,64,67,78,82,80,80,74,78,71,76,70,72,72,74,58,77,59,60,66,69,79,71,72,71,50,72,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,22,78,Uzbekistan,0,0,,0
Júnior Moreno,0,0,0,0,1,0,0,0,0,0,0,0,5,174,R,R,5,5,65,68,73,76,77,75,76,76,69,72,67,69,67,68,66,70,64,63,66,73,72,76,70,66,40,70,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,25,73,Venezuela,0,0,,0
Matías Sánchez,0,0,0,0,0,0,0,0,0,0,1,1,11,178,R,B,3,3,70,40,76,72,76,73,72,75,75,73,67,66,65,66,70,75,70,67,68,73,72,68,76,67,40,74,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,1,1,1,1,29,73,Chile,0,0,Deportes Copiapó,17
Anthony Silva,1,0,0,0,0,0,0,0,0,0,0,0,0,190,R,R,4,4,30,83,86,61,64,67,85,67,51,52,57,60,60,68,44,84,41,44,48,44,78,54,66,80,80,70,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,35,92,Paraguay,1,0,,0
Fraser Forster,1,0,0,0,0,0,0,0,0,0,0,0,0,201,R,B,4,4,30,82,87,69,66,67,87,63,51,53,55,64,60,65,43,88,44,43,45,43,77,50,59,75,80,73,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,30,93,England,0,0,Celtic FC,67
Cristofer Salas,0,0,0,0,0,0,0,0,0,1,1,0,11,176,R,B,3,2,73,42,76,74,75,77,70,76,75,75,69,65,71,71,71,79,68,61,62,75,75,67,67,67,40,77,8,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,19,68,Chile,0,0,Coquimbo Unido,18
Nick Marsman,1,0,0,0,0,0,0,0,0,0,0,0,0,188,R,B,4,4,37,80,86,67,70,68,84,73,60,61,72,75,68,75,48,90,46,55,51,55,80,66,69,69,79,71,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,28,88,Netherlands,0,0,Feyenoord Rotterdam,21
Juan Araya,0,0,0,0,1,0,1,0,0,0,0,0,5,171,R,B,4,4,58,62,71,72,73,75,67,76,69,73,69,68,69,69,64,76,66,62,66,72,73,66,68,72,40,77,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,21,67,Chile,0,0,Ñublense,36
Daley Blind,0,0,1,1,1,0,0,0,0,0,0,0,3,180,L,L,4,5,65,73,77,83,73,74,82,72,78,72,79,81,84,80,67,82,73,69,78,73,73,84,70,78,50,82,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,B,1,1,1,1,28,72,Netherlands,17,0,AFC Ajax,17
L. P. Figueroa,0,0,0,1,0,1,1,1,0,1,0,0,8,179,R,R,5,6,70,58,78,73,76,72,79,77,75,77,78,70,70,73,67,77,69,69,77,69,72,74,55,67,40,77,8,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,36,77,Chile,0,0,Coquimbo Unido,7
Xisco Campos,0,0,1,1,0,0,0,0,0,0,0,0,3,180,R,R,5,4,57,71,80,74,73,73,75,70,68,74,67,69,71,74,56,76,56,56,64,71,74,70,65,75,50,68,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,38,77,Spain,0,0,RCD Mallorca,5
Charlie Daniels,0,0,0,1,0,0,0,0,0,0,0,0,4,178,L,L,7,6,69,62,78,84,79,80,72,79,78,78,75,74,75,77,64,77,64,77,77,62,70,77,79,73,50,72,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,B,1,1,1,1,33,75,England,0,0,AFC Bournemouth,11
Erling Haaland,0,0,0,0,0,0,0,0,0,0,0,1,12,194,L,B,3,3,86,35,85,77,93,84,90,74,68,72,69,66,63,63,83,91,80,65,70,75,71,77,93,68,50,67,8,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,B,1,1,1,1,19,87,Norway,23,0,Borussia Dortmund,17
Angus Gunn,1,0,0,0,0,0,0,0,0,0,0,0,0,196,R,B,4,4,30,76,83,70,68,72,84,70,55,56,60,62,65,67,44,79,44,44,48,55,73,68,65,71,80,62,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,21,88,England,0,0,Southampton FC,28
Francis Uzoho,1,0,0,0,0,0,0,0,0,0,0,0,0,196,R,B,3,3,30,77,84,68,67,67,84,69,52,52,54,56,56,59,44,77,44,44,48,55,81,53,62,67,76,64,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,21,91,Nigeria,23,0,,0
Matías Dituro,1,0,0,0,0,0,0,0,0,0,0,0,0,191,R,B,5,4,39,76,84,67,68,67,83,76,62,50,62,65,55,67,43,86,44,42,45,44,81,54,67,73,84,76,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,B,1,1,1,1,32,90,Argentina,0,0,Universidad Católica,1
Jesse Sekidika,0,0,0,0,0,0,0,0,0,1,0,1,10,174,R,B,4,3,67,41,76,76,85,83,71,82,74,84,65,70,70,65,67,84,76,62,67,61,70,70,86,64,50,65,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,23,68,Nigeria,0,0,Galatasaray SK,28
Dennis Srbeny,0,0,0,0,0,0,0,0,0,0,1,1,12,190,R,B,4,4,75,38,82,76,74,72,78,73,71,67,66,65,64,66,73,78,75,55,64,78,76,75,81,66,50,67,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,26,83,Germany,0,0,SC Paderborn 07,18
R. Cereceda,0,0,0,1,0,1,0,1,0,0,0,0,4,172,L,L,6,5,74,61,76,74,74,74,79,79,78,76,73,67,71,72,60,75,63,69,74,61,76,74,84,68,40,75,8,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,B,4,1,1,1,35,74,Chile,0,0,O'Higgins,17
Fabio Depaoli,0,0,0,1,0,1,1,1,0,0,0,0,4,178,R,R,5,4,68,63,76,83,79,81,75,78,77,77,74,76,74,73,66,78,66,65,62,70,76,76,73,70,50,76,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,22,71,Italy,0,0,UC Sampdoria,12
C. Kalise,0,0,0,1,0,0,0,0,0,0,0,0,4,172,L,L,3,3,56,62,71,73,76,75,66,74,66,73,65,63,67,67,62,73,62,59,63,68,73,70,63,66,40,67,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,21,65,Chile,0,0,San Marcos de Arica,24
H. Mkhitaryan,0,0,0,0,0,0,1,1,1,0,0,0,8,178,R,B,7,7,77,58,76,81,85,85,84,86,86,86,81,83,79,79,81,83,75,75,80,70,77,87,83,73,50,79,8,3,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,B,2,1,1,1,30,74,Armenia,0,0,AS Roma,77
Ryan Fredericks,0,0,0,1,0,0,0,0,0,0,0,0,4,181,R,B,3,3,65,65,74,81,92,93,73,79,75,81,73,69,71,73,61,77,67,58,68,60,67,74,76,71,50,66,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,26,72,England,0,0,West Ham United FC,24
Alfonso Pedraza,0,0,0,1,0,1,0,1,0,0,0,0,4,184,L,L,4,3,74,62,79,84,87,84,75,78,81,85,72,79,78,83,67,80,68,66,71,66,74,78,78,72,50,71,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,23,73,Spain,0,0,Real Betis Balompié,6
Esteban Flores,0,0,1,1,0,0,0,0,0,0,0,0,3,178,L,L,4,4,56,68,76,72,73,77,76,76,73,76,71,68,73,69,62,75,60,64,67,65,76,72,65,65,50,77,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,28,82,Chile,0,0,Deportes Puerto Montt,2
A. Oukidja,1,0,0,0,0,0,0,0,0,0,0,0,0,184,R,B,4,4,30,76,82,68,68,70,78,70,53,50,61,63,63,65,45,76,45,45,48,55,83,65,55,72,81,68,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,30,79,Algeria,0,0,,0
Lisandro López,0,0,1,0,0,0,0,0,0,0,0,0,3,187,R,R,4,3,62,77,84,78,75,71,80,71,69,70,74,72,70,72,64,75,65,65,66,85,82,72,64,78,50,70,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,30,79,Argentina,0,0,Boca Juniors,20
Tetê,0,0,0,0,0,0,0,0,1,1,0,0,10,175,L,B,4,2,69,35,68,75,85,83,71,83,82,85,73,76,71,73,67,78,66,61,74,55,60,81,77,66,50,64,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,20,67,Brazil,0,0,FC Shakhtar Donetsk,14
R. Le Normand,0,0,1,0,0,0,0,0,0,0,0,0,3,187,R,B,4,4,55,79,84,78,72,73,80,64,68,71,73,73,69,74,56,75,56,56,63,77,78,71,62,70,50,73,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,23,80,France,0,0,Real Sociedad de Fútbol,24
Ferrán Torres,0,0,0,0,0,0,0,1,0,1,0,0,10,184,R,R,6,6,75,44,75,80,86,87,72,82,86,84,77,77,80,79,74,79,72,62,77,62,71,84,78,67,50,69,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,19,77,Spain,0,0,Valencia CF,20
Mattia Sprocati,0,0,0,0,0,0,0,1,1,1,1,0,10,173,R,B,6,5,72,51,80,81,82,80,76,85,82,78,71,74,75,73,70,82,71,77,70,70,75,79,82,72,50,67,8,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,3,1,1,1,25,75,Italy,0,0,Parma Calcio 1913,93
Nacer Chadli,0,0,0,0,0,0,0,1,0,1,1,0,10,187,R,L,4,3,80,51,81,82,82,81,79,80,84,83,79,76,77,78,77,82,78,79,76,73,76,85,82,74,50,76,8,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,B,1,1,1,1,28,85,Belgium,0,0,,0
M. Villanueva,0,0,1,1,0,0,0,0,0,0,0,0,3,192,L,L,3,3,56,76,84,77,72,72,76,65,68,72,69,74,70,73,56,77,56,56,62,73,73,68,63,73,50,68,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,26,77,Venezuela,0,0,,0
Humberto Suazo,0,0,0,0,0,0,0,0,1,0,1,1,12,172,R,R,7,6,79,27,80,65,66,72,76,75,81,72,77,73,71,71,73,81,79,72,73,76,69,79,70,70,40,77,8,3,0,1,0,0,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,B,2,10,1,1,38,78,Chile,0,0,Deportes Santa Cruz,26
Phillip Menzel,1,0,0,0,0,0,0,0,0,0,0,0,0,192,R,B,4,4,30,71,82,64,63,64,79,66,50,56,56,59,58,65,44,80,44,45,48,44,72,50,60,67,74,66,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,21,84,Germany,0,0,Vfl Wolfsburgo,36
Ch. Aránguiz,0,0,0,0,1,0,1,0,0,0,0,0,7,171,R,B,6,7,75,83,79,87,76,77,87,80,84,75,85,81,84,81,68,80,77,78,80,63,76,83,75,81,40,81,8,7,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,B,2,1,1,1,31,70,Chile,20,0,Bayer 04 Leverkusen,20
Alassane Pléa,0,0,0,0,0,0,0,0,0,1,1,1,12,180,R,B,5,5,81,43,80,83,83,84,81,79,79,79,73,74,72,71,75,77,81,68,69,75,73,77,85,75,50,68,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,25,72,France,0,0,Borussia Mönchengladbach,14
F. Hurtado,1,0,0,0,0,0,0,0,0,0,0,0,0,188,R,B,3,2,31,76,80,67,65,66,82,74,58,52,64,69,54,69,43,82,44,40,45,44,87,46,64,77,80,73,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,C,1,1,1,4,36,90,Chile,0,0,Deportes Antofagasta,12
Bruno Petkovi,0,0,0,0,0,0,0,0,0,0,1,1,12,193,R,B,6,3,78,34,89,76,78,75,75,71,86,76,79,76,74,75,72,84,80,70,75,76,76,87,75,64,50,75,8,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,B,2,10,1,1,25,88,Croatia,20,0,,0
Lincoln,0,0,0,0,0,0,0,0,0,1,0,1,12,178,R,B,4,4,68,33,79,76,76,78,77,81,74,74,68,70,65,62,68,78,69,61,66,73,74,75,80,64,50,63,8,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,1,1,1,1,18,70,Brazil,0,0,CR Flamengo,29
Alberto Cerri,0,0,0,0,0,0,0,0,0,0,1,1,12,194,R,B,5,5,74,45,88,77,70,72,73,70,75,71,75,73,72,70,73,75,74,59,69,80,78,75,77,70,50,73,8,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,23,82,Italy,0,0,SPAL 2013,9
Albert Acevedo,0,1,1,0,1,0,0,0,0,0,0,0,3,176,R,R,5,4,56,77,78,71,76,70,79,75,73,69,72,65,70,71,56,78,50,61,61,72,80,65,56,70,40,79,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,B,1,1,1,1,36,73,Chile,0,0,O'Higgins,3
Júnior,1,0,0,0,0,0,0,0,0,0,0,0,0,186,R,B,4,4,30,75,82,63,65,66,81,67,49,52,57,60,58,62,44,77,44,42,48,45,82,54,60,62,73,64,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,22,82,Brazil,0,0,São Paulo,41
Paulo Miranda,0,0,1,1,0,0,0,0,0,0,0,0,3,185,R,R,4,4,61,72,82,76,68,69,78,63,71,63,70,73,68,69,60,80,60,57,55,78,76,68,64,68,50,67,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,3,1,1,1,31,84,Brazil,0,0,Grêmio FBPA,28
Sho Sasaki,0,0,0,1,0,0,0,0,0,0,0,0,4,176,L,L,5,5,64,60,76,80,83,81,69,79,69,77,73,71,67,71,63,78,64,53,64,71,76,72,76,66,50,67,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,2,1,1,1,29,70,Japan,4,0,,0
Silvio Proto,1,0,0,0,0,0,0,0,0,0,0,0,0,184,R,B,5,4,30,84,78,65,68,69,88,82,58,50,58,66,60,68,45,82,45,45,45,50,84,55,60,81,85,76,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,35,76,Belgium,0,0,SS Lazio,24
Billy Gilmour,0,0,0,0,0,0,1,0,0,0,0,0,7,173,R,B,4,3,58,53,62,60,67,77,60,82,80,80,73,68,70,66,62,66,63,60,69,55,58,80,60,63,50,66,8,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,18,68,Scotland,0,0,Chelsea FC,47
Joel Graterol,1,0,0,0,0,0,0,0,0,0,0,0,0,182,R,B,4,4,30,78,79,67,65,64,81,73,55,55,56,58,57,60,47,82,47,49,56,47,79,55,55,68,77,71,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,22,73,Venezuela,0,0,,0
Abel Hidalgo,0,0,1,1,0,0,0,0,0,0,0,0,3,175,R,R,5,4,56,59,78,74,73,72,73,74,73,69,65,65,65,71,55,75,53,58,64,66,77,65,61,66,40,78,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,21,68,Chile,0,0,Deportes Iquique,4
Lucas Fernández,0,0,0,0,0,0,0,0,1,0,0,0,9,175,R,B,5,5,68,35,73,73,73,79,72,79,77,75,75,67,69,68,70,76,66,67,65,61,68,73,70,66,40,78,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,20,65,Argentina,0,0,Santiago Morning,19
Iván Vásquez,0,0,0,0,1,0,1,0,0,0,0,0,5,169,R,B,5,5,62,66,75,70,71,72,76,80,76,71,75,72,73,72,64,76,64,65,69,61,70,67,62,72,40,76,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,B,1,1,1,1,34,72,Chile,0,0,Magallanes,19
Luan Garcia,0,0,1,0,0,0,0,0,0,0,0,0,3,186,R,B,4,4,62,76,82,81,76,72,80,71,76,72,76,73,76,75,64,81,63,60,64,78,79,78,66,65,50,69,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,B,1,1,1,1,26,81,Brazil,0,0,SE Palmeiras,13
J. Montecinos,0,0,0,1,1,1,1,1,0,0,0,0,6,173,R,R,4,4,68,49,75,76,75,79,70,77,72,75,68,67,66,68,66,77,65,65,66,66,71,71,72,67,40,74,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,24,68,Chile,0,0,Deportes Melipilla,8
J. Díaz Price,0,0,0,0,1,0,1,1,0,0,0,0,7,175,R,B,5,4,69,52,66,71,79,77,78,76,75,78,73,66,72,71,64,79,65,69,74,61,71,74,67,69,40,79,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,21,66,Mexico,0,0,Everton de Viña del Mar,5
B. Verstraete,0,0,0,0,1,0,1,0,0,0,0,0,5,175,R,B,4,4,68,68,72,85,75,79,82,80,75,75,75,75,79,76,64,76,60,70,68,69,84,73,74,73,50,71,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,25,68,Belgium,0,0,FC Köln,8
Güven Yalcin,0,0,0,0,0,0,0,0,0,1,1,1,12,184,R,B,5,5,76,30,77,81,84,81,79,63,77,76,69,71,66,72,74,78,75,74,74,80,80,76,86,55,50,60,8,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,20,73,Turkey,9,0,Be_ikta_ JK,9
S. O'Donnell,0,0,0,1,1,0,0,1,0,0,0,0,4,183,R,B,5,5,69,58,79,81,82,81,72,78,75,83,69,72,77,80,67,80,68,76,80,70,74,75,78,69,50,63,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,26,74,Scotland,22,0,,0
Juan C. Soto,0,0,0,1,0,1,0,0,0,0,0,0,4,180,R,R,4,4,63,53,76,76,79,77,74,78,73,76,68,69,70,68,64,78,63,61,69,69,72,71,70,68,40,72,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,25,74,Chile,0,0,Santiago Wanderers,27
D. González S.,0,0,0,0,0,0,1,1,0,0,0,0,7,173,R,R,5,4,67,52,75,74,73,78,76,78,75,77,74,65,72,70,61,77,68,63,68,63,78,68,65,65,40,79,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,21,70,Chile,0,0,O'Higgins,14
A. Donnarumma,1,0,0,0,0,0,0,0,0,0,0,0,0,192,R,B,4,4,30,75,86,65,62,67,80,61,52,52,52,58,59,66,45,82,45,45,45,55,72,53,62,68,75,70,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,29,96,Italy,0,0,AC Milán,90
Craig Cathcart,0,0,1,0,0,0,0,0,0,0,0,0,3,188,R,B,7,7,57,77,84,81,78,74,78,70,72,69,76,77,73,76,60,76,60,60,60,73,80,73,65,76,50,77,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,30,73,Northern Ireland,20,0,Watford FC,15
Diego Demme,0,0,0,0,1,0,1,0,0,0,0,0,5,170,R,B,5,4,66,74,75,91,78,83,78,81,75,77,77,77,76,74,64,77,65,68,71,68,70,79,74,78,50,83,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,B,1,1,1,1,27,68,Germany,0,0,SSC Napoli,4
Franco Vázquez,0,0,0,0,0,0,1,1,1,0,0,0,9,187,L,B,3,4,77,53,81,76,70,72,71,69,91,73,82,79,82,75,73,81,75,72,81,76,70,92,78,70,50,76,8,4,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,2,1,1,1,31,80,Argentina,0,0,Sevilla FC,22
