Corners,Crossing,Dribbling,Finishing,First Touch,Free Kick,Heading,Long Shots,Long Throws,Marking,Passing,Penalty Taking,Tackling,Technical,Aggression,Anticipation,Bravery,Composure,Concentration,Decisions,Determination,Flair,Leadership,Off The Ball,Positioning,Teamwork,Vision,Work Rate,Acceleration,Agility,Balance,Jumping Reach,Natural Fitness,Pace,Stamina,Strength,Height_PSD,Foot_PSD,Side_PSD,WFA_PSD,WFF_PSD,Attack_PSD,Defense_PSD,Balance_PSD,Stamina_PSD,Speed_PSD,Acceleration_PSD,Response_PSD,Agility_PSD,Dribble_Accuracy_PSD,Dribble_Speed_PSD,Short_Pass_Accuracy_PSD,Short_Pass_Speed_PSD,Long_Pass_Accuracy_PSD,Long_Pass_Speed_PSD,Shot_Accuracy_PSD,Shot_Power_PSD,Shot_Technique_PSD,Free_Kick_Accuracy_PSD,Swerve_PSD,Heading_PSD,Jump_PSD,Technique_PSD,Agression_PSD,Mentality_PSD,GK_Skills_PSD,Teamwork_PSD,Consistency_PSD,Condition_PSD,Dribbling_SA,Tactical_Dribble_SA,Positioning_SA,Reaction_SA,Playmarking_SA,Passing_PA,Scoring_PA,1_1_Scoring_PA,Post_Player_PA,Lines_PA,Middle_Shooting_PA,Side_PA,Centre_PA,Penalties_PA,1_Touch_Pass_SA,Outside_PA,Marking_PA,Sliding_PA,Covering_PA,D_Line_Control_SA,Penalty_Stopper_PA,1_On_1_Stopper_PA,Long_Throw_PA,Injury_Tolerancy_PSD,Age,Weight
12,10,17,14,14,14,10,12,5,4,13,16,4,15,6,14,10,16,14,14,13,14,10,16,6,12,10,13,18,15,12,10,14,17,14,12,178,L,R,5,5,84,43,77,81,93,91,77,90,85,84,81,77,77,71,81,82,76,70,78,65,68,78,87,68,50,70,8,5,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,A,23,68
5,10,13,17,14,11,14,12,2,5,11,14,6,14,12,15,12,14,14,12,13,15,12,18,7,14,11,14,20,15,12,14,15,19,15,12,185,R,B,6,5,91,46,81,84,96,93,87,83,75,82,71,72,73,70,84,81,83,65,76,80,84,80,98,80,50,70,8,6,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,B,30,78
5,11,14,16,15,11,13,13,3,5,13,13,5,16,10,15,14,15,14,15,13,15,11,17,7,15,15,17,16,16,15,10,15,16,16,14,175,R,B,5,5,85,45,85,84,81,82,81,81,85,74,79,72,77,74,86,85,86,68,77,78,77,86,82,77,50,83,8,4,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,A,28,77
11,11,12,9,16,13,10,15,6,10,18,10,11,17,16,13,15,12,9,13,13,12,12,14,10,16,17,14,11,11,15,13,14,12,16,15,185,L,L,5,6,72,66,83,82,72,67,72,65,78,67,84,85,90,90,68,90,71,78,81,71,74,83,66,71,50,90,8,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,B,27,82
6,11,13,8,12,6,14,8,15,14,11,9,15,11,17,12,18,10,14,11,17,9,10,14,12,15,9,17,14,13,17,12,18,17,16,17,183,L,L,4,4,74,62,90,87,83,78,78,71,73,78,72,72,76,78,65,83,67,62,72,82,84,78,83,70,50,71,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,25,82
12,11,13,8,16,12,6,13,5,14,14,11,15,15,16,15,15,15,15,14,14,14,11,12,17,18,14,17,15,15,13,6,13,12,16,9,168,R,R,4,4,67,70,82,86,74,83,86,85,82,76,84,76,80,72,66,84,67,67,75,68,71,82,71,84,50,83,8,6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,A,22,64
13,14,16,11,19,12,7,11,1,6,19,10,8,19,6,18,7,18,12,16,7,19,6,19,6,14,19,10,14,16,14,9,14,13,13,9,181,L,B,6,4,84,30,77,70,80,78,72,78,88,70,88,87,90,83,70,79,80,77,86,66,72,93,80,60,50,77,8,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,B,31,70
8,9,13,12,13,14,15,12,15,15,13,15,16,13,17,16,17,12,10,11,14,14,12,12,12,13,12,16,15,12,15,16,16,13,15,14,189,R,B,6,6,73,75,85,83,78,74,82,77,83,81,84,86,89,88,72,85,78,80,83,83,84,82,75,82,50,65,8,5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,C,32,84
4,11,11,9,12,3,16,4,11,14,13,5,16,12,14,13,17,12,10,11,14,6,10,10,15,15,12,16,15,13,14,14,15,15,15,15,184,R,R,5,5,62,78,84,82,84,81,86,74,76,74,71,76,75,83,60,78,60,60,69,81,87,77,72,77,50,65,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,C,26,82
8,12,13,9,12,5,10,10,12,12,11,8,14,14,12,12,15,13,13,12,15,12,11,14,12,14,10,16,19,15,12,9,16,19,15,9,177,R,R,5,5,73,62,79,89,93,94,68,81,78,81,78,73,78,78,63,76,63,62,70,66,72,79,86,69,50,75,8,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,B,24,74
11,13,15,16,12,10,11,15,6,5,12,13,6,15,8,14,6,13,11,13,13,13,5,17,7,15,12,16,17,14,11,10,16,15,16,10,183,R,B,7,7,88,51,79,89,90,91,84,86,83,85,77,75,81,81,87,86,82,70,81,71,76,83,90,82,50,75,8,6,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,B,27,78
11,12,16,13,13,12,15,9,6,6,12,12,7,14,11,14,12,13,12,12,14,14,7,13,7,15,12,16,15,16,15,11,15,15,14,9,172,R,B,6,5,81,52,83,83,90,94,78,90,87,93,79,78,78,77,81,84,82,73,76,77,88,86,86,74,50,76,8,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,B,27,66
9,15,13,19,14,12,15,16,6,10,16,20,10,16,11,16,16,17,14,15,19,12,15,16,11,16,16,18,13,12,13,13,13,12,17,14,188,R,B,7,7,93,45,85,85,77,71,90,70,79,76,80,84,85,87,95,87,89,79,82,88,85,85,82,83,50,83,8,5,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,B,25,86
13,13,14,15,16,14,7,17,5,7,16,14,9,17,5,16,8,15,12,15,15,13,8,16,13,15,16,16,13,14,12,8,17,12,17,11,177,R,B,7,7,84,62,76,92,78,83,78,82,86,81,87,83,93,87,83,84,80,82,92,68,73,88,82,78,50,88,8,4,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,B,27,71
8,12,16,15,14,10,12,13,8,10,15,14,11,15,12,16,12,16,11,11,15,17,7,17,10,16,15,17,11,15,13,12,18,12,18,12,187,R,B,5,5,84,54,77,87,82,77,86,78,82,75,82,78,82,79,80,81,80,60,64,81,82,83,90,74,50,82,8,3,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,B,23,73
11,15,14,11,16,13,10,13,8,9,17,14,10,16,10,16,12,14,13,16,15,15,10,16,12,16,17,14,14,14,14,9,12,13,14,11,177,L,B,4,3,81,61,78,82,77,78,78,82,89,82,87,81,84,75,80,82,76,77,83,65,65,88,75,65,50,79,8,5,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,A,23,69
9,12,15,11,13,10,13,10,5,11,13,13,14,12,11,16,14,12,14,15,13,12,12,15,12,17,13,18,14,13,16,13,17,14,18,16,187,R,R,4,2,73,65,90,91,86,80,83,68,78,86,77,82,79,75,63,87,60,68,67,74,80,74,78,82,50,78,8,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,B,30,90
7,13,10,9,13,11,15,9,5,15,14,8,15,13,15,14,15,12,12,12,16,5,13,11,15,16,12,15,11,10,11,13,14,13,13,15,191,R,R,5,6,67,76,87,82,78,74,79,66,72,72,77,84,83,79,65,83,64,74,74,80,82,77,67,75,50,77,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,B,26,86
13,14,15,11,14,14,9,13,4,9,15,14,12,16,14,13,12,17,11,11,16,17,5,14,9,16,16,18,13,16,13,9,10,13,14,11,183,L,R,4,2,81,47,82,80,77,77,74,79,89,80,83,78,79,79,73,84,78,76,86,74,77,90,83,67,50,77,8,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,C,27,70
7,10,12,10,14,7,13,9,9,13,13,6,15,12,15,12,15,13,11,11,15,11,10,16,13,15,10,16,15,13,14,9,15,14,16,14,176,R,R,5,4,74,63,83,88,83,82,81,78,76,81,75,76,80,83,69,84,72,70,85,71,87,77,86,71,50,67,8,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,27,76
7,7,11,10,13,10,14,9,8,14,14,7,16,15,15,13,16,14,11,14,14,10,9,10,13,14,10,14,14,14,14,14,14,15,15,15,187,R,B,5,4,63,81,84,83,84,79,87,71,73,75,77,83,72,83,61,79,61,65,64,77,86,74,65,75,50,63,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,A,23,79
7,11,13,8,15,11,16,10,12,15,14,10,17,15,14,16,14,16,15,15,15,12,14,11,16,15,11,13,10,13,13,15,15,11,13,16,189,L,L,5,5,66,87,85,80,76,72,84,67,80,81,81,80,82,87,68,88,70,77,70,78,80,83,73,84,50,82,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,B,32,88
7,10,12,9,14,11,16,9,12,13,15,8,16,13,13,15,14,15,14,15,14,10,12,10,15,15,13,14,12,12,12,14,15,11,14,16,187,R,B,6,6,67,87,84,80,77,72,82,68,75,75,79,80,87,88,68,87,70,71,74,82,83,75,71,77,50,80,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,B,30,91
9,12,12,11,15,8,13,12,5,14,13,10,16,13,16,14,16,13,13,14,15,9,6,16,13,14,12,15,15,13,14,8,14,14,15,14,173,L,L,3,2,75,65,82,84,82,86,77,81,81,84,75,80,75,81,67,83,70,72,77,65,80,79,85,68,50,71,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,C,28,75
12,16,17,15,16,15,10,14,7,4,13,10,6,15,13,14,10,13,12,13,13,16,6,16,5,10,16,12,17,16,15,11,14,19,15,11,184,L,B,3,2,82,40,77,82,94,95,79,88,87,82,77,83,76,89,77,85,81,80,82,69,66,86,85,75,50,72,8,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,B,23,75
6,10,18,17,17,12,12,15,3,4,15,16,5,18,14,16,14,16,15,16,15,15,12,18,7,12,14,13,17,18,20,8,14,15,16,13,172,R,B,6,5,95,34,88,73,83,88,86,84,89,84,79,77,76,77,96,84,88,77,81,79,86,92,86,70,50,67,8,5,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,C,30,74
11,10,16,14,15,10,12,11,6,8,14,13,9,16,12,14,12,14,14,13,13,16,7,17,7,13,13,16,16,17,14,10,14,15,13,12,175,R,B,5,4,83,51,82,87,84,86,85,84,83,80,75,72,73,69,75,79,75,55,74,78,85,85,90,72,50,70,8,5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,B,22,67
10,12,17,14,16,9,11,12,8,7,13,8,8,15,12,18,11,14,14,14,13,16,6,20,9,16,13,16,18,19,17,5,18,17,16,12,170,R,B,5,4,90,50,84,85,92,95,90,93,88,90,82,78,80,72,81,80,75,62,73,62,78,87,90,72,50,76,8,5,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,B,24,65
14,16,17,15,17,14,6,14,4,5,16,11,8,17,6,14,5,14,12,13,13,17,5,15,5,8,16,10,15,17,15,9,12,14,14,8,178,L,R,6,3,87,43,74,81,82,87,74,91,90,91,78,78,83,82,82,83,83,77,83,66,70,90,80,73,50,75,8,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,28,62
10,9,13,11,15,11,12,13,6,12,16,15,14,16,15,14,16,15,18,17,16,10,14,15,13,17,13,18,13,15,14,11,15,13,16,14,176,R,B,6,5,75,78,84,85,76,77,87,72,78,74,85,84,87,85,73,88,74,75,70,79,86,79,70,83,50,90,8,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,B,33,67
13,13,18,12,19,12,7,12,7,5,18,12,9,19,10,14,13,17,15,17,15,17,10,18,8,15,19,14,13,17,18,7,15,12,14,8,173,L,B,4,3,87,53,80,83,77,79,82,86,95,79,93,77,87,78,77,76,78,72,83,68,74,95,84,80,50,93,8,7,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,C,33,67
14,16,18,16,17,13,9,13,2,8,16,14,7,18,12,14,15,16,14,16,18,17,12,17,9,16,17,20,15,19,18,7,14,14,16,7,170,L,B,3,3,84,56,76,90,76,83,78,86,96,90,82,75,84,74,82,78,72,68,83,66,67,96,80,77,50,80,8,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,24,65
15,19,15,16,16,15,6,16,8,7,19,12,9,17,12,13,14,15,15,18,15,15,12,15,9,14,20,15,15,13,14,9,16,14,17,13,180,R,B,7,6,90,56,82,87,77,76,81,76,85,78,95,97,95,95,85,88,81,81,92,66,66,86,82,77,50,87,8,6,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,C,28,68
8,8,10,7,15,8,13,12,10,12,14,8,15,14,10,16,13,15,15,16,13,9,11,10,18,16,14,15,13,12,13,14,11,13,15,13,191,R,B,5,4,71,78,85,86,71,67,81,61,82,74,88,90,84,81,60,95,60,60,69,78,77,85,70,74,50,88,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,23,82
10,12,14,12,17,10,7,11,6,10,16,15,13,16,15,13,12,16,14,14,12,13,10,13,11,16,16,14,14,16,14,9,13,13,15,13,180,R,B,6,6,80,66,82,83,76,78,80,83,85,80,87,85,88,81,73,83,72,76,79,72,72,87,77,77,50,85,8,5,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,C,29,80
5,5,12,10,13,6,16,6,11,16,13,10,16,12,17,17,18,12,14,14,17,6,15,13,15,16,14,18,13,13,14,13,18,12,18,16,181,R,B,5,5,67,84,83,83,81,75,90,72,73,75,81,81,83,83,67,80,67,65,69,85,90,74,63,84,50,73,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,B,30,81
12,15,17,11,15,12,10,12,13,9,15,11,13,16,12,14,12,12,10,9,10,18,7,15,8,12,14,13,16,16,14,11,15,16,14,12,182,R,R,4,3,77,56,74,89,87,84,74,84,85,83,78,76,88,83,67,77,68,68,77,65,76,85,87,70,50,70,8,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,B,24,74
11,17,14,8,13,9,11,11,15,12,14,10,14,13,15,12,14,10,12,13,14,13,13,15,11,14,12,16,15,14,15,13,14,16,15,17,185,L,L,4,3,75,66,86,90,87,82,76,67,72,80,73,79,84,84,65,77,60,60,77,72,75,70,84,78,50,77,8,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,C,24,75
8,11,13,8,14,10,15,13,8,16,16,12,16,15,14,16,15,15,14,15,14,12,11,14,16,13,16,14,13,12,9,15,12,16,14,15,189,L,L,3,3,66,88,84,83,83,76,87,68,78,78,83,83,84,85,60,78,61,60,59,82,85,79,71,81,50,84,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,B,24,85
5,11,13,8,13,5,15,5,8,14,15,12,17,14,10,14,16,17,13,14,13,12,13,16,14,13,14,16,13,15,16,14,18,15,14,15,188,R,B,5,5,66,83,79,80,77,71,82,69,80,71,83,83,78,77,61,76,60,60,66,76,80,80,72,69,50,65,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,24,75
10,11,13,7,12,12,14,7,13,12,12,6,13,13,12,13,15,13,13,9,13,10,12,14,12,15,11,16,18,14,15,11,13,18,15,15,181,R,R,5,5,72,70,84,90,93,82,80,71,78,82,78,78,79,85,70,85,72,72,81,78,80,79,83,78,50,77,8,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,B,28,73
13,16,13,10,14,13,8,10,5,12,14,10,12,13,12,11,15,13,13,12,15,13,6,14,12,15,13,15,14,14,13,10,13,14,16,9,170,L,L,4,3,72,64,78,86,85,84,73,84,78,86,75,76,84,81,61,81,63,75,82,62,76,76,82,65,50,67,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,22,69
7,11,10,15,13,7,12,10,8,7,12,15,10,12,17,19,13,16,18,16,18,15,11,20,11,16,14,17,12,13,13,12,19,14,18,10,186,R,B,7,6,86,55,82,85,80,80,91,75,81,76,80,82,76,78,81,79,83,69,74,84,84,85,90,85,50,89,8,3,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,A,30,74
10,11,16,15,13,11,9,14,8,5,12,10,8,14,13,14,14,11,10,11,11,15,5,16,7,10,13,13,15,14,17,8,11,17,12,13,173,R,B,5,5,82,50,82,80,86,90,80,85,86,85,82,78,78,71,79,84,83,63,65,67,75,86,85,70,50,73,8,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,24,73
7,10,13,17,18,14,14,12,5,6,13,17,7,16,18,15,18,14,15,18,14,13,12,17,10,16,13,18,14,13,20,13,19,13,19,15,184,R,B,6,6,97,49,84,82,82,78,93,76,82,73,79,75,76,73,90,84,95,84,72,86,82,88,91,80,50,77,8,6,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,A,31,78
12,13,15,11,14,10,8,11,8,6,12,10,7,14,15,11,13,10,11,10,12,15,6,12,8,13,12,15,17,16,12,10,16,19,14,10,178,R,B,5,4,79,40,75,82,93,95,77,93,85,87,76,78,81,70,76,81,75,67,77,65,70,85,85,64,50,72,8,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,23,71
8,11,10,13,12,8,15,14,10,12,15,9,11,14,16,12,15,13,12,13,16,11,11,17,12,17,14,18,14,13,16,12,17,13,18,15,180,R,B,6,5,77,71,83,87,80,77,82,74,78,72,83,82,84,84,76,84,72,65,69,83,90,77,82,78,50,81,8,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,A,24,82
10,11,11,12,13,13,14,12,9,10,14,12,12,15,17,13,15,16,12,13,17,10,14,16,10,16,13,18,11,11,15,14,14,16,18,13,189,R,B,5,5,77,65,83,86,81,78,79,71,80,82,81,80,82,81,75,84,77,74,73,81,80,80,83,73,50,80,8,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,B,25,76
11,14,13,16,14,11,16,12,6,8,13,12,10,14,16,15,13,13,9,10,12,14,8,17,9,10,12,17,14,12,14,13,16,16,17,12,187,R,B,8,8,76,56,82,88,87,83,81,73,80,81,79,78,84,81,78,84,81,76,77,86,84,83,82,79,50,73,8,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,A,30,79
13,14,18,14,18,16,10,17,4,5,15,13,7,19,10,14,10,16,12,15,13,18,9,16,7,12,18,14,14,17,12,7,13,11,13,8,171,R,L,6,5,85,49,78,79,79,85,76,88,93,85,93,86,88,82,86,87,77,83,87,68,76,92,84,68,50,77,8,3,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,B,27,72
7,10,9,11,14,7,13,10,8,14,13,11,16,14,11,18,14,16,15,15,15,9,14,10,16,18,12,12,8,9,15,16,14,10,13,16,190,R,B,5,5,74,79,85,82,73,67,84,63,82,70,81,82,83,85,71,83,72,66,68,83,81,84,78,82,50,83,8,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,C,31,81
15,14,17,13,19,13,12,14,5,10,17,13,14,19,13,18,8,18,10,13,11,18,8,13,14,10,19,15,14,17,12,7,11,10,15,9,172,R,B,5,3,76,69,79,84,75,79,81,83,94,78,89,82,88,76,76,79,77,78,82,71,80,95,72,76,50,96,8,5,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,C,28,71
13,15,11,12,13,8,10,11,10,12,15,12,14,14,12,17,13,16,14,17,17,9,11,14,12,18,14,16,13,15,11,10,17,11,18,8,176,R,R,5,5,77,73,77,92,79,82,83,82,84,77,83,81,92,80,73,77,71,73,87,67,73,86,77,78,50,85,8,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,24,70
12,13,12,10,13,15,8,14,13,10,14,15,12,15,13,16,13,15,16,15,17,11,12,14,10,18,13,17,16,14,14,11,19,16,18,11,180,L,L,5,4,73,70,82,91,86,85,82,80,81,81,82,83,83,84,73,84,74,83,82,72,78,84,77,80,50,85,8,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,B,26,75
6,11,11,7,12,6,14,7,13,15,12,8,17,13,11,13,17,14,15,14,17,9,13,10,16,13,10,14,13,13,15,12,14,17,15,12,183,L,L,3,3,65,86,77,82,84,79,85,82,76,71,75,75,77,76,54,75,56,53,62,71,89,75,66,74,40,80,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,B,22,76
7,14,11,6,13,5,10,8,15,16,15,7,16,13,9,17,13,17,13,15,11,11,11,5,15,12,14,8,11,10,15,17,14,14,12,17,192,R,B,7,7,67,81,90,82,83,73,84,63,76,74,85,84,88,86,66,84,67,65,68,84,84,77,68,74,50,67,8,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,B,31,90
5,10,10,7,12,6,13,11,11,14,14,10,16,14,8,17,14,18,12,16,14,9,11,7,16,15,13,10,11,11,12,14,15,14,14,13,186,R,R,4,3,68,75,77,85,85,83,81,77,76,80,77,81,78,81,67,80,72,67,81,75,85,78,75,77,50,77,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,A,23,76
4,6,7,8,10,7,16,11,9,15,12,9,15,10,6,14,16,14,17,15,15,6,12,6,15,12,10,8,12,9,18,17,11,17,13,18,195,R,B,4,4,60,85,95,81,82,71,83,64,68,68,77,78,76,75,56,78,56,55,55,86,77,70,64,82,50,75,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,B,23,93
4,7,13,18,13,9,15,12,5,4,11,15,7,13,14,18,15,17,16,15,19,10,13,16,8,12,11,14,13,15,15,12,15,14,14,14,183,R,B,5,5,83,38,83,82,82,80,90,73,71,71,69,69,70,73,86,84,87,56,66,85,86,75,94,72,50,71,8,4,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,A,24,77
15,16,16,13,16,16,6,16,7,6,15,14,8,17,12,15,11,14,11,14,14,15,11,15,10,13,15,12,15,16,12,8,13,14,13,8,176,L,R,5,3,77,43,77,80,77,82,70,84,90,82,82,82,88,86,75,85,72,83,87,60,68,90,81,60,50,65,8,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,B,26,70
2,2,12,18,13,7,14,11,2,4,12,18,3,13,15,17,17,17,15,14,19,11,15,19,4,16,15,18,14,13,16,11,17,15,16,13,185,R,L,6,5,91,46,83,88,86,83,94,77,73,80,76,72,66,73,86,86,88,65,76,85,81,77,98,86,50,76,8,6,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,B,29,78
7,10,12,16,14,7,11,12,5,3,12,16,12,13,17,15,17,14,15,12,17,12,13,15,5,17,12,16,17,12,12,11,16,17,17,12,179,R,B,6,6,90,48,83,88,86,86,94,83,74,84,74,73,70,73,86,85,83,65,64,71,76,81,95,90,50,78,8,6,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,B,32,74
12,12,16,16,16,17,13,14,6,5,14,16,6,16,10,17,10,16,12,16,15,18,14,17,8,12,14,13,15,16,14,11,14,14,13,7,175,L,R,5,4,89,44,74,79,80,84,81,84,85,84,80,77,82,76,89,76,89,85,82,76,73,86,87,79,50,76,8,5,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,B,32,67
14,14,14,17,15,14,7,13,3,4,15,16,5,16,12,16,12,16,12,14,15,16,12,18,6,13,15,13,16,17,10,6,13,16,12,8,169,R,B,7,5,88,47,73,85,82,87,87,92,87,85,82,80,83,79,87,81,87,83,86,65,72,87,95,81,50,72,8,4,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,B,32,61
10,12,16,15,16,13,11,12,3,4,14,17,4,17,9,14,10,15,13,14,15,15,7,17,8,11,14,13,15,16,15,8,14,14,13,10,170,R,B,8,7,87,38,83,78,73,81,79,79,86,71,81,70,75,72,87,77,79,70,72,80,73,90,80,75,50,82,8,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,29,68
6,12,11,15,18,15,15,16,8,6,15,18,6,18,16,14,15,15,15,14,17,19,17,14,4,10,16,7,6,12,19,18,15,10,10,18,195,R,B,6,5,87,28,92,70,83,71,72,70,84,70,82,85,85,77,85,93,99,83,76,76,76,93,72,74,50,69,8,5,1,1,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,C,38,95
6,12,13,17,14,7,14,16,3,4,15,13,7,15,8,14,16,14,14,16,11,10,12,14,7,16,15,11,10,11,18,18,13,13,14,17,193,R,B,8,7,87,46,87,77,76,69,83,66,82,73,80,75,78,75,90,86,85,68,69,87,77,85,88,70,50,82,8,3,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,B,33,84
13,13,19,14,18,14,5,14,6,5,14,13,5,18,10,15,10,15,12,14,16,19,13,16,8,12,15,10,13,14,14,6,12,13,11,9,170,R,L,7,6,86,45,84,77,77,81,80,81,93,81,86,86,86,86,79,82,82,76,82,60,65,92,82,83,50,83,8,4,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,C,36,72
3,7,9,11,12,4,16,8,6,18,13,6,17,13,15,16,16,13,14,13,16,8,12,9,16,16,11,16,12,14,19,15,14,17,17,19,188,R,B,7,7,63,89,94,84,84,76,90,64,71,78,81,85,74,85,58,78,53,55,58,80,86,71,68,84,50,69,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,B,28,89
